Date,Open,High,Low,Close,Adj Close,Volume
2018-12-27,245.000000,251.229996,242.139999,250.850006,212.532669,3750700
2018-12-28,253.000000,258.059998,251.160004,253.589996,214.854080,2870200
2018-12-31,257.829987,258.500000,250.949997,254.279999,215.438690,2659000
2019-01-02,248.850006,254.699997,246.490005,253.509995,214.786331,3034600
2019-01-03,244.559998,246.539993,230.330002,230.960007,195.680862,6858000
2019-01-04,234.289993,236.449997,231.669998,233.229996,197.604080,5424800
2019-01-07,233.649994,240.240005,230.759995,237.979996,201.628525,5343300
2019-01-08,240.110001,241.899994,233.369995,236.070007,200.010300,3679500
2019-01-09,238.419998,246.679993,237.850006,246.279999,208.660721,5297100
2019-01-10,245.570007,250.570007,244.360001,249.520004,211.405823,2959400
2019-01-11,249.429993,252.919998,249.320007,250.570007,212.295395,2015800
2019-01-14,248.110001,251.580002,245.899994,250.869995,212.549591,2549800
2019-01-15,252.759995,262.220001,252.009995,256.489990,217.311142,3924700
2019-01-16,257.200012,257.350006,251.360001,251.699997,213.252838,2448400
2019-01-17,250.059998,257.350006,248.720001,255.330002,216.328323,3515400
2019-01-18,259.130005,261.940002,257.000000,260.820007,220.979736,3463400
2019-01-22,258.000000,259.459991,254.899994,258.290009,218.836182,3715600
2019-01-23,259.540009,260.910004,253.649994,257.519989,218.183807,3177100
2019-01-24,261.089996,266.750000,260.000000,263.549988,223.292725,3599900
2019-01-25,265.170013,268.309998,260.910004,267.940002,227.012146,3033300
2019-01-28,261.559998,268.850006,258.649994,267.619995,226.741058,3132000
2019-01-29,267.350006,267.600006,263.829987,266.320007,225.639603,2787000
2019-01-30,270.000000,273.750000,267.369995,270.820007,229.452255,2872700
2019-01-31,270.559998,271.000000,266.350006,268.250000,227.274780,2106300
2019-02-01,269.149994,269.600006,264.890015,266.809998,226.054733,2287800
2019-02-04,267.500000,272.140015,264.950012,272.119995,230.553665,2076100
2019-02-05,271.959991,274.630005,269.910004,270.000000,228.757462,2261900
2019-02-06,273.269989,280.000000,272.750000,276.209991,234.018875,2706400
2019-02-07,272.859985,274.570007,266.299988,269.089996,227.986511,2864600
2019-02-08,267.329987,274.290009,267.059998,274.059998,232.197281,2390300
2019-02-11,274.399994,276.000000,273.279999,275.720001,233.603775,1801200
2019-02-12,278.649994,280.390015,277.059998,279.390015,236.713196,1980900
2019-02-13,280.000000,282.160004,277.970001,281.320007,238.348373,1919000
2019-02-14,280.600006,282.839996,278.950012,281.500000,238.500824,1601500
2019-02-15,284.089996,284.089996,278.790009,281.929993,238.865173,1735200
2019-02-19,281.149994,282.829987,280.149994,281.660004,238.636414,1515200
2019-02-20,283.250000,286.630005,282.279999,283.420013,240.127625,1615000
2019-02-21,283.239990,283.350006,278.929993,280.940002,238.026367,1325400
2019-02-22,279.950012,280.000000,274.660004,276.500000,234.264557,2722500
2019-02-25,280.779999,280.829987,278.480011,278.600006,236.043839,1924500
2019-02-26,277.929993,278.010010,274.450012,275.000000,232.993729,2721100
2019-02-27,273.220001,275.100006,269.579987,271.489990,230.019897,2914600
2019-02-28,269.970001,275.709991,268.630005,275.359985,233.298721,3146000
2019-03-01,277.730011,278.160004,271.130005,272.750000,231.087418,1903500
